Month,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Credit_Mix,Credit_History_Age,Monthly_Balance
8,76,1667.909459,9,8,16.71471576,24,4,6,1,35.72655469,7894.238248
10,38,132086.9071,13,12,17.90877627,29,15,7,0,27.14856454,91915.71789
7,82,1103.850294,11,5,8.475888263,11,6,19,0,12.74902492,175759.4304
2,56,169214.5467,1,5,15.90072955,5,2,18,0,18.39143196,56050.67367
8,58,60536.81894,10,2,13.50306734,3,5,10,1,43.18894763,166932.2318
8,94,6707.871391,4,13,18.18080247,8,3,13,1,26.1715281,50659.0067
11,30,139316.4854,6,0,21.92392248,3,10,8,1,44.8776546,11917.00264
3,69,91388.27609,5,6,11.77068424,29,3,10,1,31.7411195,17931.93459
11,50,140738.5339,7,5,23.58772914,7,3,14,1,28.66688925,61709.41899
1,65,86776.71656,10,14,19.53883451,28,27,9,0,31.09307998,78688.38205
3,50,396.3700069,2,7,15.9156258,27,26,0,0,36.41169292,59660.32173
9,10,114209.8744,4,5,6.954033584,25,4,11,1,44.46099211,10035.14409
8,36,141227.9664,9,14,7.519519686,4,15,16,1,47.40052606,175639.5244
7,17,102224.4342,7,7,2.880254442,8,1,10,0,47.94381764,12623.4504
10,89,106421.2945,10,4,19.87479589,25,1,14,1,32.37463245,3148.452918
4,7,187773.6775,14,9,18.19714619,8,24,13,1,26.23592961,118339.202
6,35,5267.043465,13,8,24.29572903,15,19,11,0,41.28582624,62465.91131
1,6,144487.8543,0,5,15.20309723,8,10,0,1,36.03986099,90563.62235
6,52,66769.21316,5,14,17.70293472,7,19,3,0,11.15155798,81353.00554
6,76,116950.3583,7,11,5.069480203,25,24,15,1,33.93913174,128869.4784
3,95,2134.263696,14,1,16.05993072,14,0,11,0,19.1869977,32623.12121
11,99,73223.8822,6,1,3.722449708,9,7,7,1,18.05104612,24461.31557
11,68,26005.08637,2,2,1.414386514,6,15,17,0,15.83519058,168612.6672
8,64,121051.5831,8,11,0.08902241946,25,8,18,1,39.0379618,171670.4281
10,28,72605.54554,0,1,29.78512769,28,28,13,1,18.61486335,116938.4945
5,69,172986.5521,6,8,22.23663982,19,1,4,1,18.36594876,134829.1682
8,45,119359.8537,7,4,18.58337092,20,24,12,1,13.0929631,174744.2299
8,43,53261.04854,2,4,29.35795291,16,3,17,0,43.12766011,115215.5781
4,50,52764.76421,0,10,0.1237842884,2,8,17,1,46.12126571,30106.56466
2,1,29826.76952,1,9,29.36020598,14,7,6,0,26.59429889,149647.5415
3,6,68740.57826,12,1,6.97254529,12,4,19,1,26.35665063,91554.42024
11,32,169736.8234,14,12,14.65197102,15,27,5,1,26.67655376,142836.4871
6,34,76321.83918,11,8,22.05776722,23,5,7,1,36.10370617,187373.1121
9,89,73983.08634,11,13,16.4374971,17,20,1,1,42.43260596,110751.7407
5,47,71628.08192,14,9,19.40358599,17,23,0,1,28.5212912,198692.409
11,18,199628.5268,4,9,22.60849035,23,28,5,0,30.80999309,48735.3673
7,61,105756.1785,11,12,4.162480914,7,28,9,1,46.76103411,196651.0613
8,65,191755.6308,6,0,13.80048858,22,22,6,0,24.55684843,179382.7778
7,65,35823.84258,14,12,19.11179731,1,25,5,0,15.78681597,141431.0174
11,19,77511.85005,12,9,27.59589095,5,21,8,1,32.10614785,160094.6924
1,72,81493.24513,8,2,2.883348453,29,25,11,1,39.09370748,134246.9516
1,28,14017.16672,2,0,27.93434995,21,17,13,0,24.66748295,112064.9401
1,58,54177.40842,5,6,13.82017342,3,15,17,0,11.33403617,169298.0839
1,48,190684.2654,0,9,15.02255739,23,14,10,1,29.80458412,101704.3257
4,64,112722.1643,12,3,17.58047399,25,7,0,1,17.92229862,181209.3893
9,58,41429.88636,10,4,27.40143792,1,7,12,1,47.43679641,68884.32191
11,53,143515.3838,11,10,7.794249223,27,11,8,1,33.85806744,166502.872
7,13,52392.89477,8,9,18.99174316,22,4,2,1,35.66605261,128044.4138
10,71,133878.659,3,7,18.0545383,9,12,19,0,45.11784983,161583.2039
5,74,67831.80781,2,6,21.37351923,27,21,12,1,33.68662809,29109.25013
9,0,176132.8752,2,2,20.04480472,15,6,11,0,36.27057047,22332.62267
4,89,31734.90659,4,12,7.455833197,29,8,14,0,45.01064989,94938.63324
3,72,121678.879,3,13,0.2422857137,2,8,5,1,44.53992698,144304.6488
7,2,50799.68139,7,3,27.90030934,22,12,17,1,27.18840463,33159.50289
9,94,183438.932,9,3,11.42154059,26,27,16,0,31.27153369,116215.4539
7,9,172941.8584,11,11,3.028395235,23,21,2,1,12.12241311,161669.8864
2,79,46935.93309,9,11,29.38154595,19,24,15,1,26.89069827,72432.49057
10,42,63689.34316,4,4,22.93942854,25,26,2,1,14.57311917,74034.76084
2,94,180797.7468,0,9,24.78478212,3,14,4,1,49.49371829,124242.9061
4,62,193722.6239,12,6,16.82117143,1,8,1,1,36.03253666,53168.06199
6,3,100704.4618,14,9,13.19576152,17,16,4,1,13.82203755,188852.3427
3,22,121635.4894,9,11,28.64284804,11,2,14,1,32.09725661,26073.07161
3,16,92382.95787,14,2,27.73051613,5,23,0,0,19.72217956,147419.2231
4,75,93270.42536,6,11,13.71605658,2,25,1,1,46.71211348,128896.499
5,16,124643.9228,5,14,10.1081971,9,26,6,1,38.68657198,83332.66046
4,47,78122.79724,9,10,19.44083113,21,22,17,0,13.01549165,163346.4605
2,52,173400.0588,1,12,25.36459523,12,10,2,1,28.62582857,199509.3939
5,41,111636.4353,4,12,26.69828722,15,5,4,1,14.22295068,5599.294172
1,85,140656.1898,12,5,16.53137669,18,0,7,0,33.10056182,196212.078
9,48,137101.6615,6,5,4.281122863,19,5,10,1,33.24872011,51127.17862
4,82,97152.60357,13,12,17.08614151,25,0,16,0,28.59531586,21794.41958
3,14,173190.6254,8,5,25.67946753,21,12,10,1,42.6449256,187190.3668
9,21,188519.7678,9,5,4.940538575,27,17,16,0,32.84354389,165907.0654
1,11,143048.4545,5,9,19.96362142,29,24,17,1,21.92343387,53383.21231
1,45,105019.2346,9,5,24.82383977,29,27,14,1,32.40635258,23550.87363
7,46,118222.7002,13,7,29.14011484,17,29,15,1,29.65508171,132372.9859
4,59,67931.10878,4,8,12.71855704,9,26,9,0,46.70309719,80263.57831
8,1,181551.8149,4,8,8.60940743,14,11,13,1,32.99627682,66550.33036
3,73,121127.9704,1,0,16.99763976,1,26,7,0,10.52668196,45185.87276
7,20,23991.47832,11,12,19.76567444,9,21,12,1,47.73889712,32099.31802
7,13,38760.18396,1,6,15.67957399,13,27,15,0,17.24435121,119406.9422
2,78,19217.35324,13,12,17.41662674,2,25,13,0,24.62172344,12269.3122
8,6,95924.87367,4,0,23.14671726,20,13,0,1,13.1937714,116952.0649
2,69,154881.1504,9,12,13.70421985,16,23,2,0,40.17517407,62095.83586
10,45,149541.1131,11,10,18.11708909,0,28,13,0,43.74583249,66707.88291
3,59,40644.67144,12,13,20.90480338,18,23,6,1,47.51780399,75372.51802
2,18,197687.6315,6,7,9.409863118,2,19,2,1,15.00575987,174104.8098
5,22,459.1737109,14,9,29.9377804,23,25,9,1,26.0536411,36481.49283
7,14,61206.64883,11,10,13.78350484,8,23,11,0,40.97594786,151519.6204
10,50,22412.71031,7,3,16.49085994,5,1,16,1,49.310892,903.0346755
6,64,24188.00518,10,3,1.741560849,23,6,17,0,12.79854717,33303.80629
1,86,16888.89716,14,7,29.36935164,17,24,9,1,44.83369399,159745.985
9,54,143017.1244,12,11,27.68318849,13,11,18,0,23.3674818,86987.39778
10,4,103569.1182,3,1,2.002814345,20,22,8,1,40.34569692,177740.9538
5,89,77950.50748,1,0,28.33289649,28,12,8,1,31.68060543,8796.228469
5,5,164519.8099,4,10,22.68147959,13,21,9,0,23.03610448,182798.1101
6,96,175330.4326,14,13,9.841992597,2,5,3,1,36.52201349,90700.98897
8,18,100863.7145,7,1,19.73957381,4,21,1,0,33.84786385,197943.9098
6,33,17856.58035,12,9,7.452781311,22,29,14,0,30.93338401,3105.933336
3,46,79162.16242,7,2,17.40302946,9,4,5,0,45.94313171,50927.24378
3,26,67588.3346,6,13,5.096244516,27,1,19,1,24.50708049,46291.20078
8,11,22484.12153,6,12,11.28774573,22,20,4,1,22.98127731,115491.7973
8,47,187133.2455,8,10,15.38561606,8,8,4,0,19.04445581,8509.823897
10,9,115343.7565,12,1,23.36793438,26,1,11,1,34.51814824,156667.9487
6,17,163306.886,8,14,18.01181111,18,21,16,0,33.89773476,12462.69995
8,42,152248.2152,6,12,28.59285779,20,17,7,1,13.75412735,152367.7627
6,28,1233.048619,3,2,7.919685351,14,16,2,0,21.63924936,154605.9869
11,89,20554.1983,11,8,16.6531515,6,6,4,0,35.06008697,184214.8641
11,7,127250.3113,13,0,14.48713502,5,25,14,1,37.8626476,60094.04353
9,37,111473.2005,9,8,0.9481173334,22,10,16,0,48.24880212,58928.43225
8,27,27788.21432,0,6,2.974188199,12,18,0,1,43.70453477,194112.3476
11,15,41795.25103,7,10,6.401424787,2,20,11,1,17.46777083,106753.9242
7,29,39163.40832,10,1,1.332943805,8,17,15,0,31.09041135,20578.03492
5,49,16210.79369,0,0,27.92325677,1,22,2,0,45.55676565,159770.9505
1,10,73685.55459,7,8,18.83704725,3,26,19,1,47.17698825,172637.9819
7,53,31219.68459,5,11,26.50330375,10,8,6,1,47.72566646,88598.72193
9,83,190769.4371,10,8,15.82021194,26,7,13,0,12.00999342,196990.8846
10,16,145924.3531,6,1,16.34180085,6,25,3,0,18.63771812,178580.3935
5,25,27042.10649,3,6,7.03693633,0,10,16,0,12.72057117,86404.35111
4,46,22371.78403,14,1,9.670061023,8,18,4,1,24.29005115,120943.2291
4,28,146151.8209,13,13,19.44826606,27,20,6,0,21.4210175,55255.49617
5,84,189708.7533,7,1,11.34310396,27,13,16,1,18.40305288,136423.7206
9,58,158323.7845,14,9,14.40914776,24,19,17,0,39.25647428,74708.84707
4,72,84752.51244,5,12,21.24222578,26,11,17,0,11.05034497,48516.49715
1,62,66724.70789,9,7,15.82194824,10,16,19,1,19.09407378,119107.6727
2,99,55064.48148,14,2,11.87977002,26,16,18,1,38.06670262,73816.75039
5,38,58558.12583,13,9,6.843944647,6,18,2,1,45.8409984,3436.78956
9,21,63603.04874,11,11,15.84088541,7,13,16,0,33.90419683,20505.29935
2,20,88251.83835,12,7,22.42595458,23,12,5,0,10.57700886,196192.0444
6,11,162009.5004,11,4,29.65990149,26,13,17,0,43.13765488,50588.31365
6,84,126361.6966,5,2,29.32240431,14,26,5,0,29.14037932,163518.6656
6,77,109561.4797,1,9,16.84996319,6,23,19,0,33.28081174,116565.636
2,94,175638.1763,14,4,19.35337361,3,14,0,1,11.63172742,32484.72845
7,21,199223.065,8,11,6.897114534,8,23,9,1,18.63891133,147184.1884
4,63,33040.5475,3,9,21.18852726,4,5,7,1,32.69404013,160937.5951
7,24,143010.3689,4,7,1.405238181,21,29,17,0,42.02623193,28812.48407
9,84,109477.4062,6,9,13.99297801,14,24,18,0,26.6130011,65211.60234
11,87,199891.9682,13,5,27.7913726,17,22,16,0,40.55703941,74787.10731
1,87,170955.7284,2,5,3.00401567,23,21,17,0,33.650747,197759.1175
8,27,37240.93992,0,2,16.38466133,28,22,16,1,41.18515057,46303.94019
5,82,69008.54375,11,8,13.57867093,22,29,3,0,29.42663555,40986.94216
9,69,125218.4839,5,6,2.874551857,9,14,15,0,33.42201923,41225.58965
6,93,8690.762324,4,6,10.05734408,24,18,3,0,49.35842578,177844.5123
7,87,187079.0983,8,11,17.99963553,22,14,4,0,42.06504574,198697.3241
9,60,142245.564,5,6,19.32611376,10,17,13,1,19.04919974,178434.9541
7,27,167911.714,7,1,0.7429654965,10,1,0,1,18.07114179,49822.75681
7,86,48404.37859,9,4,3.108470904,7,18,15,1,13.80604911,151891.6944
7,27,141443.5311,3,4,25.6815112,17,29,4,0,26.80123907,22465.26917
4,90,29852.3704,12,7,9.25566884,4,21,9,1,23.04028909,131487.556
4,32,51379.93657,5,10,15.33460124,0,16,16,1,14.78975559,136920.4334
6,48,134133.1803,9,5,26.06473361,29,13,7,0,42.96010256,66345.5329
4,64,11001.09951,8,2,27.60162563,11,24,6,0,38.62791593,26473.35826
1,4,76077.86093,5,7,26.89529845,13,5,19,1,23.03691966,106903.0722
3,27,73623.47741,11,8,26.3211976,17,2,16,1,12.64053681,71309.34244
4,2,89583.75417,8,7,4.833654358,22,4,13,0,18.99286071,53337.33701
4,26,3577.435692,3,9,18.46138506,4,1,5,0,36.05711455,168861.7966
10,62,118640.3101,8,11,14.75798365,3,16,14,1,46.53693097,22331.59075
9,46,112397.7852,9,13,2.664228362,12,29,11,1,17.86269997,32564.68953
4,86,103311.5858,5,14,22.49979884,23,7,6,1,46.04847449,107727.6199
11,68,99645.20151,7,0,5.914760837,16,27,18,1,17.97198527,112901.2465
5,4,51927.05702,0,7,5.845782448,21,1,0,0,33.35730673,148009.3528
5,97,114599.5069,5,14,5.256251539,20,18,0,0,11.14554851,63364.80134
8,7,70739.88294,11,7,17.42163207,14,19,9,0,11.81121909,64076.18383
3,55,30913.20549,5,0,26.41032326,25,0,7,0,29.72040008,159606.5758
9,21,133471.5144,0,12,16.96628457,11,4,0,1,29.76146061,41786.88054
4,86,56352.49176,14,1,12.63779303,5,28,0,1,14.18092616,188072.7751
10,90,137514.8368,2,12,5.331822526,29,5,16,0,11.17001908,185841.0854
9,48,27432.62047,6,4,17.63403216,24,0,6,0,42.77853776,169986.1971
3,23,171521.5767,1,5,22.47544028,20,28,9,1,21.15473254,118322.0279
1,95,198200.6316,0,4,10.54814528,9,1,0,0,29.1199789,102164.2135
4,63,7322.809841,4,5,0.4223409944,22,19,18,0,42.78207948,70039.65341
5,28,9214.870269,11,3,4.891120754,26,9,5,0,23.62237398,197190.5606
5,28,92870.6534,1,11,21.66163693,28,17,17,0,25.84774919,148327.5376
8,37,135270.2009,1,9,12.12004171,14,4,18,0,13.99114825,15781.12567
8,37,9916.520213,4,10,16.65617759,17,11,18,0,23.77125796,102226.0521
7,71,63399.96817,14,11,14.79856016,25,10,3,1,44.71254369,113224.9481
6,75,141254.0007,11,3,6.00655108,25,0,12,1,38.20704729,157062.7059
7,85,87024.37608,10,1,5.890721309,26,7,13,1,30.56266231,156870.8605
10,98,145825.5768,0,7,7.346404492,14,9,2,1,16.79722445,17807.65333
7,47,67653.01402,4,2,8.379007837,17,24,2,1,32.24643166,97203.27731
3,76,174231.7266,7,3,19.12392537,18,2,17,0,49.25380581,146698.0954
2,0,82884.05015,3,11,17.62826399,21,10,19,0,26.70682835,156964.2532
10,85,138005.39,13,5,5.350507486,24,6,8,0,22.91023042,79290.32445
1,1,77032.55507,12,6,1.465483161,5,7,0,0,18.39145784,144316.897
4,62,107856.1317,8,5,5.79952842,24,1,4,0,24.39442035,62942.79878
11,67,33475.38962,4,3,12.3885512,23,6,4,1,23.04760413,28118.43804
6,51,176961.6902,5,3,22.73852195,25,17,14,1,18.04286722,21066.78973
11,21,34827.53579,3,4,17.07414173,6,4,6,0,15.48613888,90929.78351
11,78,103458.847,7,9,12.68888615,27,12,10,1,30.65305549,34665.75509
2,41,150997.1261,13,9,6.160800408,28,24,9,0,47.42143116,120157.3573
2,94,168952.4326,7,3,8.303683619,23,14,12,1,41.83930447,113668.5491
11,57,44005.72166,10,4,27.3185162,17,10,18,1,15.20760697,151565.492
10,18,121008.5653,12,11,6.860837847,4,13,6,0,49.41872529,75012.09855
3,93,48563.35243,3,13,18.8024208,0,15,17,0,23.58116779,33439.58337
9,13,193432.5968,3,0,22.23667663,10,10,11,0,49.52182046,67206.14994
11,81,91325.19762,14,6,8.948937994,16,24,10,0,45.06043359,102315.5548
4,75,132158.8522,6,11,25.23931973,5,0,0,1,21.34627015,161792.5086
3,71,37530.53869,1,14,18.32202833,25,0,0,0,28.45881048,71978.28868
10,3,199147.2417,12,7,20.20316137,28,6,19,1,26.44840781,131103.2166
11,2,18364.16278,13,14,12.31453061,3,10,0,0,39.43264989,154250.7392
8,71,198921.2625,5,8,19.70638028,0,29,11,1,48.65993097,183990.3913
4,81,87595.44173,5,2,12.87472635,18,20,2,1,28.26503763,91769.51363
5,26,62479.68744,6,5,25.42641539,11,11,2,1,25.52302096,68910.47323
5,62,14125.92692,14,4,11.44913338,8,3,13,1,28.12530585,47014.75059
6,7,92233.70958,5,3,28.96969579,28,0,1,1,11.52760082,98851.07765
4,63,20689.85004,2,7,15.11654017,26,25,7,0,39.19670722,193544.2535
2,39,72530.30168,0,9,3.186298539,20,3,19,1,20.39067777,79834.77114
7,58,66534.82337,0,5,16.99372159,16,10,16,0,43.60354032,47703.75465
1,80,166233.6534,2,2,0.7016850662,15,27,3,0,32.53584002,169996.4975
6,61,141658.147,12,2,6.765341809,25,11,14,1,42.64143458,68495.08027
10,22,187855.4571,8,11,18.43304839,17,18,6,0,18.46270769,87473.02399
6,32,4034.226275,13,1,26.89948479,17,1,16,1,28.2985733,177625.8682
7,8,46211.33544,8,5,28.7183243,0,8,11,0,43.12689639,109307.3777
11,71,44515.48964,9,1,5.770888633,9,1,17,0,47.81017539,196464.2698
9,44,106007.1328,3,1,12.10172612,11,9,4,1,30.65756393,13776.45099
6,43,172890.7329,1,5,7.458472537,27,13,0,1,30.44430721,157114.2012
4,30,98038.38504,8,6,4.829642184,8,3,2,0,46.56502481,51592.67273
11,42,194878.4974,14,3,5.344373012,5,2,4,1,13.87066021,117595.9416
6,1,65415.20415,2,10,25.10559789,8,1,8,1,21.92750605,111438.3359
3,33,117171.0856,7,4,7.043459164,3,4,3,1,17.37454363,146572.4198
6,16,160628.8875,3,0,15.28706175,17,26,4,1,42.23867283,9920.271137
6,89,113854.7644,4,7,14.22810106,22,8,1,0,29.32883785,184764.9148
4,2,84454.13268,1,10,2.148392187,24,8,10,1,13.34454897,47285.87629
2,91,2184.285767,12,14,4.030467987,20,17,2,1,48.48381222,157921.2452
11,29,121792.7844,12,13,4.844716805,23,12,18,1,49.87058067,29601.41374
1,21,185066.5822,4,9,3.333449529,26,11,8,1,31.14363579,36751.34324
6,26,131230.7868,11,6,1.179300601,23,4,9,0,11.14896711,7918.819805
5,71,181426.7517,8,3,27.30691541,5,8,17,0,28.59745407,60863.65441
3,59,95362.72455,3,5,20.5951352,4,22,16,0,16.72511488,60454.73872
4,62,24456.82488,3,6,23.30178059,10,10,12,0,32.6352988,140935.171
10,83,29454.4371,10,4,18.06582657,1,9,11,1,25.77558709,31315.45867
11,15,14475.85213,7,7,12.80509993,24,5,7,1,40.21807126,7952.517704
1,64,57962.31703,8,12,1.037178896,0,1,15,1,43.97230474,181617.5634
3,14,97367.39741,8,12,20.38246055,12,10,12,0,47.74018974,61525.8193
3,8,154219.751,7,12,26.1080669,2,1,16,0,37.49340546,194363.837
3,82,134505.6139,10,9,28.18880911,28,27,18,0,19.56944693,21533.27692
9,96,130453.7523,3,2,2.353111758,7,11,6,1,10.27714699,138108.922
5,79,46034.10743,1,10,2.629887951,3,17,16,1,47.64516488,174132.5219
11,55,133976.7237,12,3,19.10986867,22,9,7,0,23.42705763,34257.66968
3,97,173061.4467,5,0,6.055065425,26,0,12,1,24.49924733,83039.61834
6,78,120038.4594,9,14,2.150794843,4,3,7,1,23.73559492,58711.69919
5,13,72322.95827,11,6,5.927292888,10,18,16,1,33.01689472,151394.2452
10,73,168871.5523,12,10,1.249970798,26,21,5,0,35.46101791,142331.1446
9,92,41583.2184,2,6,25.08411153,18,20,2,1,14.26209495,111447.138
4,11,168805.6114,13,11,26.69914081,2,3,1,0,15.96370656,58014.88782
10,69,17987.66675,12,8,3.447288763,26,22,19,0,34.06996558,25336.6367
2,15,171126.5194,9,1,7.987520375,1,15,2,0,25.77314258,190369.6377
5,22,17858.42429,2,13,9.824761322,0,11,14,0,41.71836582,19573.00212
11,42,181612.9786,1,11,8.802890346,13,3,12,0,25.08153446,9967.120391
9,31,154226.3785,14,10,13.26679158,24,0,10,0,25.12233439,39415.33612
5,14,8207.974671,12,14,15.61212909,28,8,19,0,21.02886048,86500.92879
4,59,64517.47728,14,10,0.2825706984,28,19,3,0,20.05056978,84095.32334
10,27,177857.2481,0,1,7.835107834,23,4,8,1,38.39479525,197713.7958
7,58,174671.7849,11,10,11.69154848,3,22,0,0,42.45241595,70095.90137
10,65,32880.00208,2,2,26.27173478,10,14,13,1,21.32717168,111761.5634
8,35,95766.68138,2,9,15.18553761,26,5,2,0,12.03150159,3146.331132
9,52,165670.0685,3,14,19.41393482,20,18,8,0,11.6006551,79749.79558
3,45,114221.4612,14,10,21.23038733,3,29,2,1,12.60625836,42599.31065
6,36,195941.7676,7,7,9.666213482,21,1,19,1,17.21132916,31893.28661
9,32,16474.60576,6,8,10.13942983,24,17,18,0,44.7143734,70963.08572
5,13,168102.6635,9,9,8.709331636,3,27,15,1,37.14856809,7528.920365
10,82,28569.72938,7,9,25.91725701,0,25,19,1,32.08153234,158908.9875
8,90,37393.06061,5,7,19.16784737,0,11,9,1,41.44886202,91948.65246
7,1,86424.04346,8,9,16.78138253,8,27,13,1,36.39590135,31157.03839
2,77,39721.77599,14,14,16.32340966,4,29,13,0,14.29475494,24417.55619
5,31,68106.53712,9,11,12.08464367,10,12,15,0,43.88498229,100656.6371
3,44,89030.0234,3,10,20.58328817,14,3,17,1,47.41098021,131994.9871
9,10,80028.35045,0,9,11.35927024,10,3,8,1,17.10199407,97168.27757
6,5,186719.674,12,1,9.69678228,18,22,1,1,44.81949751,31120.93088
9,79,129276.7353,7,2,17.59858807,1,2,13,0,19.13484608,76997.36488
7,60,24961.86972,7,14,4.702489104,23,21,14,0,31.8482879,97818.53625
11,50,162081.4067,6,11,23.31888914,14,10,12,1,27.16963446,89433.4884
5,70,183564.2668,10,4,13.75960364,19,28,18,1,27.28359277,10035.21017
7,13,35587.74636,4,14,27.87235291,24,24,7,0,24.37379865,54292.62667
3,23,185172.843,13,3,25.67247969,1,1,15,1,42.01125314,178652.194
4,40,33386.29962,14,10,4.393967362,23,1,9,1,45.31112752,77820.28029
8,31,105057.1868,5,3,8.374539328,8,15,13,0,19.39754887,12170.79934
11,19,171508.9652,3,14,19.55538964,2,15,0,1,40.95278872,155744.7386
8,47,167856.4992,7,10,25.07767871,3,23,0,0,10.89032596,33655.39857
11,65,195223.6956,6,6,2.70059682,20,29,2,1,16.39471667,121707.3371
8,95,122387.7534,8,8,9.206214065,10,23,16,0,48.14873741,110239.1845
4,64,180074.1091,14,1,8.237755598,11,4,16,1,33.01043939,183488.7309
3,67,151901.0462,4,6,25.42291669,10,23,6,1,33.65895328,147707.5286
5,92,92444.51189,7,7,10.64365487,20,11,7,0,39.79730946,122352.3514
10,10,46123.28934,5,7,27.94870948,24,14,15,0,39.61131622,130669.7399
5,29,19473.66698,8,6,7.684415373,9,3,7,1,12.42071702,136600.5462
2,98,162260.4758,6,6,4.913717706,0,15,14,0,39.15361519,178876.0616
8,61,3886.446759,10,14,24.45687127,26,16,19,0,15.00192229,177657.3873
9,21,9725.766857,12,2,9.950952205,4,5,12,0,38.21968402,190109.1587
3,31,36673.44587,6,3,25.21336157,5,10,12,1,28.86601597,156400.0194
7,31,44486.51451,1,1,7.543276975,9,2,5,1,21.76847887,151032.6524
7,81,10383.82008,12,6,29.55821166,11,25,11,0,32.42946203,95752.28774
5,62,81895.3852,14,6,1.093938849,1,19,2,0,47.32997937,182842.4108
7,95,57296.6539,12,14,6.182806777,9,19,2,0,31.81602894,193890.8735
7,0,22929.67295,5,5,19.15961173,22,28,15,0,21.65324595,122993.0431
11,17,169263.6225,2,12,14.43972287,12,6,1,0,21.78401013,110807.234
8,26,148616.938,3,3,1.229305667,8,3,17,1,17.0224035,176661.6772
1,9,69733.36303,14,5,21.76486265,15,20,4,0,22.32207905,172998.9805
5,53,101566.0301,13,10,24.67979382,3,18,6,0,47.61751926,49569.40293
4,37,56757.1963,6,2,7.323644207,16,29,8,1,49.91941842,182816.9742
3,90,90436.65583,7,12,23.37226414,8,20,4,0,10.71440646,165871.9141
5,84,157794.9377,0,10,16.21294046,8,5,9,1,20.2873603,137229.2057
8,35,150845.0267,2,8,26.49011468,18,27,18,1,48.91158155,60571.82452
2,49,22667.14895,1,14,28.59318593,10,7,7,0,24.83510874,20329.98318
11,3,129954.6688,14,12,22.83505862,28,8,6,0,39.77872882,51971.36018
10,66,156615.7783,2,8,2.726550153,12,4,13,1,18.55796755,25602.77536
9,94,156749.9209,3,9,25.34620813,22,8,3,1,35.80910834,170050.5849
11,2,89811.69548,0,4,24.4455279,28,27,5,1,15.82266166,125420.3984
2,55,63379.80036,14,5,2.247222033,24,13,0,1,23.24366818,15480.60705
4,7,189342.1841,1,6,21.48658094,4,10,19,0,25.06519333,41329.92085
8,79,132147.0973,7,0,17.64039505,27,6,17,1,21.91341059,20190.7133
10,64,97670.06135,13,6,8.73831061,24,24,13,1,25.75979405,173142.7371
3,11,48915.55032,8,14,3.260901842,14,9,5,1,31.10817447,39625.22
3,25,98552.73596,8,2,1.208139618,15,27,5,1,25.93313732,53061.16571
4,15,76986.17446,10,8,3.865694576,15,6,11,1,17.38238764,39791.72036
7,44,83898.12448,4,1,4.084923598,2,1,0,1,38.45293335,175592.5552
1,9,114189.3833,10,0,16.68663823,3,18,4,0,32.47526935,4734.122406
8,54,5942.935995,7,2,26.20636488,29,9,2,1,30.46986574,30861.07779
4,1,105724.0916,12,12,29.60852364,26,21,0,1,46.81086592,102529.5938
1,92,187406.163,6,14,1.900180862,5,10,7,0,46.91877182,36307.65037
6,12,199980.5544,14,13,9.907781503,16,12,0,1,15.25870997,56368.18496
9,51,123926.582,7,14,19.40752049,29,18,17,0,27.57388973,138045.977
7,35,33441.79707,12,14,19.0807007,18,0,12,0,46.26074472,152718.9355
1,20,127174.4068,4,8,3.481466228,14,17,11,0,11.86411039,95906.97736
9,6,45895.78273,1,7,11.829147,25,16,19,1,25.65252958,101154.7156
10,96,72823.22577,14,4,20.95175386,7,20,6,0,25.32896515,9214.748047
7,63,54214.83853,0,14,25.5979691,24,24,10,1,35.61395203,20386.82036
1,86,90672.07266,7,3,1.447484834,11,8,10,0,16.15542045,89811.5354
6,22,190774.7451,5,10,20.88398484,3,22,7,0,39.91766271,64402.62237
7,50,26393.51752,13,14,7.295947601,17,24,9,1,27.43820646,87476.67306
4,0,53468.40797,9,5,13.41936549,5,17,19,1,44.90804848,141278.4677
11,92,164389.6568,0,13,19.51944693,29,19,3,1,18.93074796,89904.6798
4,72,154726.7341,9,13,28.22701355,1,21,6,0,10.51420399,87893.687
2,98,159566.5104,9,11,19.4261288,10,22,8,0,18.88103565,41059.24752
2,27,81017.13226,2,14,24.0416709,28,17,11,0,33.35357209,100137.4595
3,46,88133.22858,1,14,1.548135586,2,10,7,1,29.96013867,4060.183892
6,9,37274.7439,1,4,16.14491579,5,22,10,0,17.33876116,166768.9936
3,97,156739.7436,6,14,3.180761879,6,25,1,1,33.91494354,112376.0016
7,40,160708.5006,2,11,10.91125094,27,8,1,0,25.04221794,71867.73585
6,39,131043.5051,2,4,22.53058198,29,0,10,0,19.76567142,111913.2532
3,54,89337.78086,8,4,24.4904138,18,26,16,0,46.73785881,158073.1691
6,32,54651.19202,3,0,24.29796067,19,8,10,0,18.0982281,132337.1448
9,80,36493.8433,8,8,6.180369807,17,4,17,0,27.59891231,122863.2393
3,36,150911.9278,7,5,29.13745501,21,4,2,0,42.66482517,53239.52611
3,68,81685.10899,8,14,17.91914046,3,2,12,0,17.52115539,170884.0655
8,28,189267.8607,5,11,19.3686434,24,1,2,0,28.93838188,74103.90209
10,35,18648.75523,2,7,20.26818073,23,25,16,0,39.89853321,192268.2008
4,5,120721.5257,10,6,5.476847766,1,1,5,1,43.12677035,91424.18277
