Order Line ID,Order ID,Order Priority,CustomerID,Customer Segment,Product ID,Product Container,Profit,Quantity Ordered,Sales,Discount,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,Order Date
1574,28647,Critical,CUS_0x6e3e,Corporativo,b463bf2badb2bf4e2431d386681211a7,Caja grande,"-1,704.06",38,"5,624.78",403.96,162.66,69,Aéreo Urgente,16-Mar-13,14-Mar-13
963,24193,Not Specified,CUS_0x5b77,Negocio Pequeño,62326142bd83652590acbff70b0e7e2b,Caja pequeña,-61.7,24,106.31,4.5,4.52,5.17,Aéreo Regular,16-Mar-13,14-Mar-13
6364,89504,Medium,CUS_0xb913,Corporativo,1e3f49adc934639d3fb550481408516a,Caja jumbo,-397.32,2,370.85,11.02,189.21,29.21,Camión de reparto,15-Mar-13,14-Mar-13
1585,91144,Critical,CUS_0xb798,Corporativo,44ac1187a5325b5fa4a722f536d5c9ad,Caja grande,"-1,704.06",10,"1,480.21",87.33,162.66,69,Aéreo Urgente,16-Mar-13,14-Mar-13
2255,90577,Not Specified,CUS_0x68cc,Home Office,029b7962ba11edff052da00bc72e0a68,Bolsa de papel,20.82,2,29.06,1.06,14.98,5.3,Aéreo Regular,18-Mar-13,15-Mar-13
6592,90859,High,CUS_0x3872,Negocio Pequeño,15cb46034b5ee5bf3a6ca0e3bbd9fb2b,Paquete pequeño,60.93,3,90.09,5.55,32.64,3.92,Aéreo Regular,17-Mar-13,15-Mar-13
212,87365,High,CUS_0x6b0,Corporativo,edf45e00b359791f2eccd74938ed0e40,Caja jumbo,-691.56,6,"1,800.40",69.38,312.57,54.12,Camión de reparto,16-Mar-13,15-Mar-13
1956,90359,Medium,CUS_0x5a59,Cliente,3b207f7354b64ee02068275e47c7cad2,Caja pequeña,-96.18,4,68.29,3.3,18.97,4,Aéreo Regular,17-Mar-13,15-Mar-13
1953,90359,Medium,CUS_0x22b3,Cliente,825a8c00e2110f46a38a8b683b78134f,Caja pequeña,-95.34,1,120.99,5.53,132.96,8.99,Aéreo Regular,17-Mar-13,15-Mar-13
6297,88721,High,CUS_0x1c76,Negocio Pequeño,719c2d02db874cd57bb246be45842b3e,Paquete pequeño,-50.35,4,86.63,2.67,22.56,8.99,Aéreo Regular,19-Mar-13,16-Mar-13
6296,88721,High,CUS_0xb209,Negocio Pequeño,7c030ed1c9393f7f6fa88a587dfbdab5,Barril Jumbo,-531.8,5,334.05,16.32,72.62,60,Camión de reparto,18-Mar-13,16-Mar-13
4556,87747,Not Specified,CUS_0x95cf,Corporativo,5bb49bab3c28da7348bafcf632b5e7d4,Bolsa de papel,-17.81,3,22.35,1.2,8.01,4,Aéreo Regular,19-Mar-13,16-Mar-13
4885,89251,Medium,CUS_0xc2eb,Home Office,656653e26a66c7e094825012403624a7,Paquete pequeño,-39.37,10,84.84,2.2,8.57,2.83,Aéreo Urgente,19-Mar-13,17-Mar-13
3608,89994,Not Specified,CUS_0x4390,Home Office,179037d584cbc1b9d3652266d97069fe,Caja pequeña,-87.2,10,56.79,3.44,6.31,5.35,Aéreo Regular,18-Mar-13,17-Mar-13
5279,89456,Medium,CUS_0x7eb2,Negocio Pequeño,a4e1ddc2e610c6ebadea5fb42b40f8a1,Caja mediana,427.4,8,657.44,16.04,83.01,13.99,Aéreo Urgente,20-Mar-13,18-Mar-13
7518,86184,Medium,CUS_0x8c13,Corporativo,873f80f9f592a0afc54c494a91d754d9,Caja jumbo,"1,013.53",11,"2,539.66",68.33,233.21,64.66,Camión de reparto,20-Mar-13,18-Mar-13
7528,23751,Medium,CUS_0x1f9b,Corporativo,0b673b158da9523198ba5e012e96d8bf,Caja jumbo,"1,013.53",44,"10,158.63",380.8,233.21,64.66,Camión de reparto,20-Mar-13,19-Mar-13
3158,87583,High,CUS_0x3afc,Negocio Pequeño,cefe40015c2499422e3587fb3fca9c4f,Barril Jumbo,100.32,4,"1,382.54",73.58,375.69,58.92,Camión de reparto,21-Mar-13,18-Mar-13
8824,86447,Critical,CUS_0x1ec5,Corporativo,467a6f8c09811355c1dfd5d9007541d9,Caja mediana,-8.8,5,109.69,1.65,22.16,4.81,Aéreo Regular,19-Mar-13,18-Mar-13
5809,88418,Critical,CUS_0x7f43,Home Office,7d348a1f394b298cbe2e3786c734f7f6,Caja pequeña,-47.86,6,34.07,2.15,6.31,5.14,Aéreo Regular,21-Mar-13,18-Mar-13
6852,91310,High,CUS_0x5707,Home Office,f00f1447ccaa02d322ef30a4c463d08d,Caja pequeña,29.6,7,90.72,1.17,12.96,6.35,Aéreo Urgente,21-Mar-13,19-Mar-13
1004,88928,Critical,CUS_0xdc8,Corporativo,6e06122a82b02639f496538ff513c07a,Caja pequeña,103.45,5,323.83,13.78,69.64,5.26,Aéreo Urgente,22-Mar-13,19-Mar-13
7896,16676,High,CUS_0x6ef6,Cliente,b8fc8dfef9d080536b8dc763110c88ee,Caja mediana,-15.52,39,"1,109.50",72.47,30.59,8.59,Aéreo Regular,20-Mar-13,19-Mar-13
7917,87631,High,CUS_0x792b,Cliente,46f5f34d5e5a7b0cd85db1292578282e,Caja mediana,-11.67,10,284.49,16.58,30.59,8.59,Aéreo Regular,20-Mar-13,19-Mar-13
6851,91310,High,CUS_0x3528,Home Office,650c401e013fd259edb1606d81db869c,Caja pequeña,-44.27,3,71.01,4.12,26.3,12.98,Aéreo Regular,20-Mar-13,19-Mar-13
1003,88928,Critical,CUS_0x901c,Corporativo,1c712c836b18927f351d1f3f10be0884,Caja pequeña,-80.03,7,37.11,1.41,5.64,5.63,Aéreo Regular,20-Mar-13,19-Mar-13
9285,91435,Not Specified,CUS_0x15f2,Home Office,4b095a252f3fed18ae3611eaa4208173,Paquete pequeño,63.41,8,100.32,5.62,13.34,4.98,Aéreo Regular,23-Mar-13,20-Mar-13
9282,91435,Not Specified,CUS_0x1d28,Home Office,47c8fba325b43dd609eab25f7563ae3b,Bolsa de papel,17.78,3,28.28,1.06,9.62,2.15,Aéreo Regular,23-Mar-13,20-Mar-13
1692,11077,Low,CUS_0x20b5,Cliente,e538da5ced962ebc0473b2db4fde823c,Caja jumbo,-221.9,30,"4,790.90",292.1,169.89,35.02,Camión de reparto,25-Mar-13,20-Mar-13
1675,87953,Low,CUS_0x8fb8,Cliente,0d715fafb0411a18f0fc4de8ebecf20f,Caja jumbo,-221.9,8,"1,277.57",75.94,169.89,35.02,Camión de reparto,25-Mar-13,20-Mar-13
844,89166,Medium,CUS_0x9e24,Corporativo,2c8606345b2653aa7cda737e5fc01d9e,Caja mediana,"-1,700.03",2,"3,318.07",144.28,1728.16,24.49,Aéreo Regular,23-Mar-13,20-Mar-13
847,89166,Medium,CUS_0x319d,Corporativo,82feaaf680ee53a4fdc0c183a1827c95,Caja pequeña,-69.79,2,41.76,0.26,21.09,4,Aéreo Regular,21-Mar-13,20-Mar-13
3914,87077,High,CUS_0xc2a7,Home Office,fc7a3a03f85ccc1159d03e342baf067b,Caja pequeña,"2,940.06",10,"4,309.52",187.21,444.28,19.99,Aéreo Regular,23-Mar-13,21-Mar-13
9012,88824,Not Specified,CUS_0x29b5,Cliente,3c9d54c4e860f0f6ccd4a5ca461a3559,Caja pequeña,388.25,11,636.34,25.52,59.03,6.55,Aéreo Regular,24-Mar-13,21-Mar-13
9053,86233,Low,CUS_0xa9c2,Home Office,90625b0a53dcddc0c39f272ca9620c40,Caja pequeña,33.35,9,125.51,4.84,14.23,4.51,Aéreo Regular,24-Mar-13,21-Mar-13
1824,89915,High,CUS_0x9bc7,Home Office,4b08d316ad43ae5d38fa8a8d71a9cfd3,Caja pequeña,-85.6,8,49.8,3.47,6.84,6.35,Aéreo Regular,23-Mar-13,21-Mar-13
4141,87484,Not Specified,CUS_0xbdcf,Negocio Pequeño,c10c23d23ffaf387f16498d6963aa6ce,Caja pequeña,66.35,7,88,2.39,12.96,6.35,Aéreo Regular,25-Mar-13,22-Mar-13
6999,86465,Not Specified,CUS_0x1848,Cliente,4c10778970d14eac4645b69fa4fd6dae,Barril Jumbo,"1,218.78",11,"1,812.73",73.45,169.89,30,Camión de reparto,26-Mar-13,22-Mar-13
2500,91581,Not Specified,CUS_0x32df,Corporativo,7df1553e975163cb8ea5650820f50515,Barril Jumbo,809.34,8,"1,215.72",26.27,153.5,17.85,Camión de reparto,24-Mar-13,22-Mar-13
2476,89084,Low,CUS_0x821a,Cliente,e7ca9288ab1f3b6285b3ed053c786d16,Caja pequeña,163.21,5,248.43,7.85,50.7,5.09,Aéreo Regular,27-Mar-13,22-Mar-13
5449,88367,High,CUS_0x4b30,Home Office,7f7aa13b58dbcfb21ae3d2003fbf5499,Paquete pequeño,85.72,4,155.01,6.66,41.67,1.99,Aéreo Regular,25-Mar-13,22-Mar-13
2464,8257,Low,CUS_0x7cc4,Cliente,f669a8461c04ccd929fb47a23ec02303,Caja pequeña,361.03,18,894.35,37.87,50.7,5.09,Aéreo Regular,27-Mar-13,22-Mar-13
5178,88870,Medium,CUS_0x2730,Corporativo,355a5445b72b89f2a3cb02204d9bf1dc,Caja pequeña,-503.46,4,579.28,40.18,160.91,4,Aéreo Urgente,24-Mar-13,22-Mar-13
2475,89084,Low,CUS_0x4098,Cliente,a1854aa50389ea6bd2706dc88893d50e,Barril Jumbo,"-2,474.64",1,"1,504.83",67.95,1584.03,29.7,Camión de reparto,23-Mar-13,22-Mar-13
9357,88836,Not Specified,CUS_0x8d5e,Corporativo,23bac29cf619652e1127cfd88956548a,Paquete pequeño,17.07,2,24,0.93,12.63,5.81,Aéreo Regular,26-Mar-13,23-Mar-13
7161,88014,High,CUS_0x478,Corporativo,bbecb45bcf214aa57f329f536e96f358,Bolsa de papel,17.24,5,24.27,0.92,5.11,0.71,Aéreo Urgente,24-Mar-13,23-Mar-13
3618,90514,Medium,CUS_0x2a5d,Cliente,4de4df88220a6ad4d26b81bce7ad0521,Caja pequeña,16.32,6,26.21,1.63,4.8,1.49,Aéreo Regular,26-Mar-13,23-Mar-13
7153,34017,High,CUS_0x4a6a,Corporativo,6c97a5c0ba38fda7cc4a69a9977037aa,Bolsa de papel,28.18,20,97.09,5.12,5.11,0.71,Aéreo Urgente,24-Mar-13,23-Mar-13
3624,90514,Medium,CUS_0x5e84,Cliente,d163027d9bb2f7cb6c8c3d12de5fcce6,Caja pequeña,19.46,11,105.57,3.83,10.32,5.76,Aéreo Urgente,26-Mar-13,24-Mar-13
7154,34017,High,CUS_0x62f0,Corporativo,053584dac00db0e2364ba7ac4f9ef1d6,Caja pequeña,-47.31,28,438.25,15.19,15.81,7.69,Aéreo Regular,26-Mar-13,23-Mar-13
6609,91108,Not Specified,CUS_0x32a1,Home Office,f882949cb0701c0bb600b6cf3a124ee9,Caja pequeña,101.36,11,149.19,9.94,15.07,2.99,Aéreo Regular,26-Mar-13,24-Mar-13
9152,90460,Critical,CUS_0x4e52,Negocio Pequeño,185e9171ea6e8e186f81c33e314b537f,Caja pequeña,246.52,4,362.86,11.41,95.49,19.99,Aéreo Regular,26-Mar-13,24-Mar-13
2728,58628,Medium,CUS_0xb928,Negocio Pequeño,a1e6aca57a7f28802181e1301b866aed,Caja jumbo,-430.88,23,"3,064.78",226.66,146.43,52.42,Camión de reparto,26-Mar-13,24-Mar-13
6273,90557,Low,CUS_0x10a9,Negocio Pequeño,f16ad54dafe008caacc6e2de2d833c92,Caja pequeña,-336.95,8,"1,581.95",53,203.86,19.99,Aéreo Regular,29-Mar-13,24-Mar-13
2740,91354,Medium,CUS_0x96b1,Negocio Pequeño,c129c9641ea3517210a8a4af306e54b4,Caja jumbo,-323.98,6,799.51,46.36,146.43,52.42,Camión de reparto,26-Mar-13,24-Mar-13
8681,86368,Medium,CUS_0x2f31,Cliente,1a7ef7024f94abb13484e169881b57cf,Caja pequeña,-15.82,2,31.89,0.33,16.27,5.41,Aéreo Regular,26-Mar-13,24-Mar-13
9151,90460,Critical,CUS_0x37de,Negocio Pequeño,43568a2bb0fae404bda146639027101a,Paquete pequeño,-24.17,4,25.2,1.16,7,54.95,Aéreo Regular,27-Mar-13,24-Mar-13
6272,90557,Low,CUS_0x5ec6,Negocio Pequeño,5566f88afcec941c99773128c234941e,Paquete pequeño,-14.62,2,18.42,1.03,10.01,7.29,Aéreo Regular,27-Mar-13,24-Mar-13
6231,90146,Not Specified,CUS_0x806c,Corporativo,efeedaa43b5d305a9214f62aa40fc5b0,Caja pequeña,53.41,6,75.43,2.48,12.96,4.86,Aéreo Regular,27-Mar-13,25-Mar-13
1836,87811,Low,CUS_0x75c4,Negocio Pequeño,e2815077b9a25299625e8a16f30132f1,Caja jumbo,"2,481.55",7,"3,626.95",151.74,528.71,41.44,Camión de reparto,26-Mar-13,26-Mar-13
2275,86153,Critical,CUS_0x2a1b,Negocio Pequeño,29dfc29830735db2b129ecec0b81adb4,Caja pequeña,18.02,5,27.9,1.72,6,1.39,Aéreo Regular,28-Mar-13,25-Mar-13
6232,90146,Not Specified,CUS_0x3ade,Corporativo,10cc9e0bca12f3962a8fbefaa61cb305,Caja pequeña,-11.62,12,421,17.63,36.93,7.73,Aéreo Urgente,28-Mar-13,25-Mar-13
6230,90146,Not Specified,CUS_0x2b5d,Corporativo,fb42f5e26b01e63774bcd25a5df0b99a,Caja pequeña,-11.62,8,158.56,3.77,20.02,9.03,Aéreo Regular,26-Mar-13,25-Mar-13
4971,86957,Critical,CUS_0x24d9,Corporativo,42f683f060d7304dc442bfa26a961011,Caja pequeña,-11.29,5,55.59,0.8,11.23,5.16,Aéreo Urgente,28-Mar-13,25-Mar-13
2276,86153,Critical,CUS_0x862b,Negocio Pequeño,e381e8d18b0a5327c75778726b4c65a2,Caja pequeña,-30.19,1,22.65,1.3,24.1,11.54,Aéreo Regular,28-Mar-13,25-Mar-13
4525,87345,Low,CUS_0x44f,Negocio Pequeño,21e47bb75f2918772373c81bf1153f7b,Caja pequeña,-18.2,2,13.54,0.37,6.84,5.4,Aéreo Regular,26-Mar-13,25-Mar-13
4524,87345,Low,CUS_0xb5e9,Negocio Pequeño,a382517d14e5520779a5b1e9f51662b3,Caja pequeña,-38.03,12,47.88,2.16,4.2,5.26,Aéreo Regular,30-Mar-13,25-Mar-13
6576,86751,Not Specified,CUS_0x1452,Cliente,aa0b21c1e82104a4e6586f11a0157f3d,Caja pequeña,39.56,7,56.15,1.69,8.27,4.71,Aéreo Regular,30-Mar-13,26-Mar-13
6575,86751,Not Specified,CUS_0xed3,Cliente,282d1c19e59fb47443d294e3a37cb7b2,Caja mediana,-157.4,5,"1,104.38",53.18,237.5,11.79,Aéreo Regular,27-Mar-13,26-Mar-13
5609,85833,Medium,CUS_0x418,Home Office,3b80d62212275291e840b65bd27e8f0f,Caja pequeña,-129.04,7,140.46,8.24,22.05,11.52,Aéreo Regular,28-Mar-13,26-Mar-13
5770,88403,Critical,CUS_0xbec6,Corporativo,c6a67efa888c6a03c978c86652e4bee4,Bolsa de papel,-51.2,10,64.86,3.2,7.05,1.5,Aéreo Regular,29-Mar-13,26-Mar-13
4315,90600,Medium,CUS_0x10a9,Home Office,a14bc24696405620e8006c5d49976591,Caja pequeña,289.89,8,425.3,31.81,59.07,13.88,Aéreo Regular,30-Mar-13,27-Mar-13
2420,90491,Low,CUS_0x6779,Corporativo,9a7e7d1a78b6b445291a9db9d5007a72,Caja pequeña,89.58,9,136.65,9.29,16.87,4,Aéreo Regular,2-Apr-13,28-Mar-13
4314,90600,Medium,CUS_0x2e53,Home Office,904490f17e1683a47e6f79bde4d5f330,Barril Jumbo,"1,618.08",12,"2,486.98",163.49,225.27,14.7,Camión de reparto,30-Mar-13,27-Mar-13
3941,91362,Not Specified,CUS_0x39d6,Corporativo,1faaedd45429fe1903981fae43f21e1b,Bolsa de papel,51.27,9,79.1,3.09,9.45,2.01,Aéreo Regular,29-Mar-13,27-Mar-13
601,90238,High,CUS_0x2d05,Negocio Pequeño,36bc72bebf284e440dad01ccac6d38ce,Caja pequeña,131.72,7,204.45,6.89,30.11,1.49,Aéreo Regular,30-Mar-13,27-Mar-13
1861,89847,Medium,CUS_0x1a9c,Corporativo,ec440c622bdfda2020386f1e369ef47c,Caja pequeña,897.52,10,"1,671.57",117.8,185.73,8.99,Aéreo Regular,29-Mar-13,27-Mar-13
3938,53953,Not Specified,CUS_0x1c12,Corporativo,65f834ecb0d1bb4e4e03084314029329,Bolsa de papel,88.62,36,316.39,14.87,9.45,2.01,Aéreo Regular,29-Mar-13,27-Mar-13
1868,32869,Medium,CUS_0x513a,Corporativo,eb3405e03f68de701a1f26286cac9bf8,Caja pequeña,899.48,39,"6,519.12",509.82,185.73,8.99,Aéreo Regular,29-Mar-13,27-Mar-13
5133,85894,Medium,CUS_0x8c11,Home Office,08574eb582fcbcd6f57a56983f7038d9,Paquete pequeño,15.59,7,127.06,6.94,19.73,8.99,Aéreo Regular,29-Mar-13,27-Mar-13
1856,89847,Medium,CUS_0x4410,Corporativo,af5594a5f349ee2d185fe82c0f7eedf9,Caja mediana,24.2,12,621.41,23.72,54.51,18.45,Aéreo Regular,29-Mar-13,27-Mar-13
1867,32869,Medium,CUS_0x9b27,Corporativo,28e1b69d363ea3bcb05a83c57428bdd4,Caja mediana,24.2,49,"2,537.44",141.09,54.51,18.45,Aéreo Regular,29-Mar-13,27-Mar-13
1866,32869,Medium,CUS_0x3bd0,Corporativo,1faee4c803181619b8f1a474d7537606,Paquete pequeño,-80.03,41,330.29,19.86,8.57,2.83,Aéreo Regular,29-Mar-13,27-Mar-13
602,90238,High,CUS_0x5cb5,Negocio Pequeño,8f0a6cec4527c82550aea2fbbb94dca6,Paquete pequeño,-12.04,2,31.94,0.79,16.13,1.99,Aéreo Regular,30-Mar-13,27-Mar-13
87,89200,High,CUS_0x200a,Corporativo,a5c21a347418f1ef585d2328fcce090c,Caja mediana,-34.67,2,37.56,1.33,18.97,8.51,Aéreo Regular,29-Mar-13,27-Mar-13
1855,89847,Medium,CUS_0x1d64,Corporativo,8e965ab6b8b68ea0f9f43fb5f018083d,Paquete pequeño,-80.03,10,80.56,3.44,8.57,2.83,Aéreo Regular,29-Mar-13,27-Mar-13
2769,89631,Not Specified,CUS_0x5292,Corporativo,872b886aa2d169c204e0457becc9ee3b,Barril Jumbo,-488.65,3,472.94,9.4,159.24,60.2,Camión de reparto,31-Mar-13,27-Mar-13
4316,90600,Medium,CUS_0x2ea1,Home Office,49d3ca7cf127d93408740de7f7a1a2f5,Caja pequeña,-27.14,1,16.95,0.5,16.95,8.34,Aéreo Regular,29-Mar-13,27-Mar-13
7308,87830,High,CUS_0x7504,Corporativo,0ba55f0cc6de5b266317763c668610cd,Paquete pequeño,28.97,12,126.37,6.37,10.97,5.4,Aéreo Regular,30-Mar-13,28-Mar-13
7886,88626,Medium,CUS_0x2aed,Negocio Pequeño,e077c94a90721866a97f99f985e2e6d6,Caja pequeña,-2.28,11,73.67,3.84,7.05,6.93,Aéreo Regular,30-Mar-13,28-Mar-13
7309,87830,High,CUS_0x3fc3,Corporativo,c2d61b0416ceb5324829cad4e28bffa6,Caja pequeña,-117.1,12,49.9,3.42,4.52,4.79,Aéreo Regular,31-Mar-13,28-Mar-13
4660,85865,Medium,CUS_0x38ce,Corporativo,a9bb4ea7823b664d858c72daab0b229f,Caja pequeña,"-1,350.66",10,"1,708.72",98.02,185.73,4.99,Aéreo Regular,29-Mar-13,28-Mar-13
6903,87451,High,CUS_0x802f,Negocio Pequeño,dceebc32013d6dc577ace9bf35dabc0b,Paquete pequeño,99.78,5,180.45,7.31,37.99,3.3,Aéreo Regular,1-Apr-13,29-Mar-13
6891,87451,High,CUS_0x1f1a,Negocio Pequeño,90ebfe5f5fc1924c5d449e42d79512b1,Caja pequeña,-86.48,7,290.57,11.14,43.24,6.5,Aéreo Regular,31-Mar-13,30-Mar-13
2969,49125,Not Specified,CUS_0xbae3,Corporativo,a0d3b81cbf358fdbd5f99d8491643304,Caja pequeña,-112.13,29,167.78,9.4,6.09,7.64,Aéreo Urgente,1-Apr-13,29-Mar-13
9410,87534,Not Specified,CUS_0xb61c,Negocio Pequeño,462e2c205c112a8ba169cd96dbffcfe1,Paquete pequeño,-40.45,5,58.1,3.35,12.63,5.81,Aéreo Regular,1-Apr-13,29-Mar-13
8867,87933,Low,CUS_0x5499,Cliente,e5c018b9a28a49d4fad59a963f74b2ae,Bolsa de papel,31.71,10,58.68,2.01,6.31,0.96,Aéreo Regular,4-Apr-13,30-Mar-13
8868,87933,Low,CUS_0xa0ee,Cliente,48f925af02128ac6d93b9ec41e54c790,Caja pequeña,49.85,6,250.67,9.11,42.2,4,Aéreo Regular,5-Apr-13,30-Mar-13
713,88940,Medium,CUS_0x135c,Negocio Pequeño,6b9a5b0d2f63374e124f0476182dcc79,Caja jumbo,123.69,12,922.86,56.27,85.45,30.06,Camión de reparto,1-Apr-13,30-Mar-13
3499,87602,Medium,CUS_0x2483,Home Office,5443a89a78b164cfeb5414ed080c873c,Caja pequeña,3.33,11,59.56,2.49,5.64,2.99,Aéreo Regular,2-Apr-13,30-Mar-13
3476,22755,Medium,CUS_0x751b,Home Office,b9f7ef2e636c0e482cd40c76b5a1b2f3,Caja pequeña,3.33,45,243.65,12.59,5.64,2.99,Aéreo Regular,2-Apr-13,30-Mar-13
3477,22755,Medium,CUS_0x975d,Home Office,64d1396492029d86c06a1700f682c634,Paquete pequeño,-265.94,5,277.68,16.85,59.08,5,Aéreo Regular,2-Apr-13,30-Mar-13
8995,87296,Critical,CUS_0x675c,Negocio Pequeño,9e66d99a76aec72402e5e7582fcbd211,Caja pequeña,-11.43,1,11.85,0.24,11.97,5.01,Aéreo Regular,2-Apr-13,30-Mar-13
3493,87602,Medium,CUS_0x67e3,Home Office,688e50ccb59bbdfddc09b533405467c2,Caja pequeña,-91.83,9,46.62,1.13,5.18,5.68,Aéreo Regular,1-Apr-13,30-Mar-13
3500,87602,Medium,CUS_0xb7d0,Home Office,7c7a81511fa1c899f8676c5be8c692f9,Paquete pequeño,-43.89,1,55.54,2.82,59.08,5,Aéreo Regular,2-Apr-13,30-Mar-13
5610,85834,Critical,CUS_0x96c7,Home Office,5439cf1ae26e0c60b286fd3515fe5689,Caja mediana,28.74,2,40.33,2.36,22.16,4.81,Aéreo Urgente,2-Apr-13,31-Mar-13
2796,88460,Not Specified,CUS_0xbd57,Corporativo,5ac7dd7c42804eb7bc8438b8ca799777,Paquete pequeño,-43.35,1,54.94,2.99,59.08,5,Aéreo Urgente,3-Apr-13,31-Mar-13
5014,89697,High,CUS_0x7620,Cliente,c2d57957671a6a2d4260f825faf5be40,Caja pequeña,18.69,8,276.57,18.25,37.99,1.1,Aéreo Regular,4-Apr-13,1-Apr-13
8907,86508,Critical,CUS_0x2d88,Negocio Pequeño,86b5271772d278e42479ea220b5a865c,Barril Jumbo,-71.59,2,120.98,4.85,64.35,30,Camión de reparto,3-Apr-13,1-Apr-13
9148,90461,Medium,CUS_0xa05,Negocio Pequeño,63a46f10357d57376c4541d4fb86fb5e,Caja mediana,-15.39,1,11.24,0.31,11.96,6.12,Aéreo Regular,4-Apr-13,1-Apr-13
5015,89697,High,CUS_0x75e,Cliente,2b3d08ee7f105cfb289a13ffc355805a,Caja pequeña,-207.5,2,263.26,7.85,132.96,2.5,Aéreo Regular,3-Apr-13,1-Apr-13
7307,87831,High,CUS_0x1d2b,Home Office,627d3704279d1ec89cca900b0bc2962d,Caja pequeña,90.77,3,138.03,7.1,50.56,5.86,Aéreo Urgente,5-Apr-13,2-Apr-13
7306,87831,High,CUS_0x14ec,Home Office,873b1377b489a003e71f6922f388b5e5,Caja pequeña,237.94,4,365.72,10.56,95.24,0.99,Aéreo Regular,5-Apr-13,2-Apr-13
8116,90264,Medium,CUS_0x1fcb,Corporativo,1bef29695b2605d488f0a47c54555b43,Bolsa de papel,91.84,4,144.14,10.68,40.04,5.08,Aéreo Urgente,5-Apr-13,2-Apr-13
589,88527,Medium,CUS_0x86f4,Negocio Pequeño,18f33f6277f1f8a45a94344e40366d73,Barril Jumbo,35.13,7,436.33,14.48,64.26,32.41,Camión de reparto,4-Apr-13,2-Apr-13
309,89584,Medium,CUS_0xa618,Home Office,45ffbd4447f3edf30060ffd8a74e9e53,Bolsa de papel,13.61,5,19.2,0.89,4.22,1.3,Aéreo Urgente,7-Apr-13,4-Apr-13
2387,90186,High,CUS_0x571f,Corporativo,0ae91ac16df54507d4b59263885078be,Caja pequeña,342.34,8,499.44,14.22,63.06,9.71,Aéreo Regular,7-Apr-13,4-Apr-13
308,89584,Medium,CUS_0x575d,Home Office,069a07251a11d8d05df5e7275763061d,Caja pequeña,38.88,12,61.54,0.64,5.18,0.5,Aéreo Regular,7-Apr-13,4-Apr-13
6975,88656,Low,CUS_0x3e0b,Negocio Pequeño,e17e0aa4959ea64be9cfabe891bb2e57,Paquete pequeño,256.95,12,455.88,5.86,37.99,0.99,Aéreo Regular,12-Apr-13,4-Apr-13
6948,46436,Low,CUS_0xbd76,Negocio Pequeño,a1a171d90b42a901bd9bccabbcb839bc,Paquete pequeño,811.63,46,"1,747.54",56.72,37.99,0.99,Aéreo Regular,12-Apr-13,4-Apr-13
318,13959,Medium,CUS_0x82b3,Home Office,e276b905e835726b006631dceba758e5,Caja pequeña,108.26,47,241.03,8.7,5.18,0.5,Aéreo Regular,7-Apr-13,4-Apr-13
319,13959,Medium,CUS_0x910e,Home Office,9c133d9578b1549f5b6b5c7478ecaadd,Bolsa de papel,16.23,19,72.96,5.27,4.22,1.3,Aéreo Urgente,7-Apr-13,4-Apr-13
5451,88368,Critical,CUS_0x6817,Home Office,9b93e7335b1679d21774c4e91e155799,Caja pequeña,-185.01,12,77.16,2.97,6.84,7.49,Aéreo Regular,5-Apr-13,4-Apr-13
7361,89147,High,CUS_0x3482,Negocio Pequeño,5924413542c789b6de0b319bf965b109,Caja pequeña,-12.37,2,15.58,0.38,7.79,11.51,Aéreo Regular,6-Apr-13,4-Apr-13
3301,91555,High,CUS_0x4a65,Home Office,3c578105cb388a6ca1c35453d930793e,Paquete pequeño,23.98,5,35.33,1.07,7.36,2.83,Aéreo Regular,8-Apr-13,5-Apr-13
3296,36452,High,CUS_0xbdac,Home Office,5b31f5e5f9a73437016e3b4943c86d09,Paquete pequeño,44.46,18,127.18,6.38,7.36,2.83,Aéreo Regular,8-Apr-13,5-Apr-13
3877,86734,High,CUS_0x1a22,Cliente,ecb6c033f208f7c953d2723dfd00ca94,Bolsa de papel,34.99,4,344.85,18.54,90.75,0.99,Aéreo Regular,8-Apr-13,5-Apr-13
3295,36452,High,CUS_0x81f1,Home Office,2a3a04663d37cf46daf9fe2c2d644f4e,Caja pequeña,-103.87,26,552.71,42.72,23.62,15.1,Aéreo Regular,7-Apr-13,5-Apr-13
8124,90646,Not Specified,CUS_0x2064,Corporativo,8538390610d4d944ac8facf5bf112844,Bolsa de papel,-86.54,11,381.94,21.04,38.58,13.89,Aéreo Regular,8-Apr-13,5-Apr-13
3300,91555,High,CUS_0x1bef,Home Office,33c2a6be8423669dadd5ef3273fb77ff,Caja pequeña,-103.87,7,148.81,8.53,23.62,15.1,Aéreo Regular,7-Apr-13,5-Apr-13
9068,90766,High,CUS_0x67bc,Home Office,d19fc332dd3683277d6c23ad3e2fbc84,Caja pequeña,109.16,12,153.14,10.34,14.18,5.5,Aéreo Regular,9-Apr-13,6-Apr-13
6331,89608,Low,CUS_0x20fe,Cliente,ec86c30691e35c5ab646435f1e991e46,Caja mediana,412.56,10,601.6,24.97,64,12.23,Aéreo Regular,9-Apr-13,6-Apr-13
7866,89873,Low,CUS_0x3e5e,Home Office,85a293d47d48f816ec260adf1c9222c0,Bolsa de papel,12.99,4,19.42,1.04,5.11,0.71,Aéreo Regular,16-Apr-13,6-Apr-13
